polygon_id,polygon_name,point_id,point_name,point_wikidata_id
1268673,,390313141,Nicorești,Q12134672
1268673,,390313321,Bahna,Q788617
1268673,,446093005,Satu Nou,Q1416068
1268673,,390313318,Oituz,Q15728749
1268673,,446092533,Călcâi,Q12109470
1268673,,446092537,Marginea,Q12121327
1268732,,460207836,Curteni,Q714414
1268732,,460207818,Chinari,Q304734
1268732,,306019249,Sântana de Mureș,Q3116964
1268732,,460207632,Nazna,Q280266
1268732,,460207342,Remetea,Q1248285
1268732,,306021131,Sâncraiu de Mureș,Q325054
1268733,,446085008,Târgu Ocna,Q556266
1268733,,390313659,Viișoara,Q12093638
1268733,,390313602,Vâlcele,Q12089355
1269118,,2898889590,Velența,Q4683381
1269118,,2691094601,Oradea,Q93358
1269119,,454154340,Oșorhei,Q1413951
1269120,,446090745,Găiceana,Q15642783
1269134,,446093463,Prohozești,Q12145189
1269134,,446093498,Valea Șoșii,Q12087668
1269134,,446093202,Poduri,Q12141509
1269135,,460204052,Sândominic,Q509836
1269135,,262471293,Tomești,Q876103
1269135,,262471545,Cârța,Q1093083
1269135,,262471552,Ineu,Q829853
1269135,,262471690,Dănești,Q875814
1269136,,454146310,Luncșoara,Q755084
1269178,,268467835,Suseni,Q1029408
1269178,,268467479,Valea Strâmbă,Q427384
1269185,,460374070,Livada,Q735682
1269280,,446091016,Gârlenii de Sus,Q12095976
1269281,,463186083,Pericei,Q1189452
1269333,,462252872,Socea,Q12154849
1269333,,462252868,Rediu,Q2542059
1269333,,462252871,Poloboc,Q12141788
1269333,,462251081,Vădurele,Q12088155
1269333,,462250963,Dragova,Q12102273
1270352,,462250137,Șovoaia,Q12172179
1270352,,462252440,Negulești,Q12133162
1270352,,462252438,Luminiș,Q12118777
1270352,,268550038,Ruseni,Q12149359
1270352,,462252434,Piatra Șoimului,Q1087037
1270352,,462250097,Mastacăn,Q12121792
1270352,,268550073,Chintinici,Q12129665
1270352,,462250058,Borlești,Q2605696
1270430,,462252947,Slobozia,Q12153692
1270430,,462248245,Brășăuți,Q12084834
1270430,,462252522,Podoleni,Q2605634
1270430,,462248223,Dumbrava Roșie,Q911095
1270430,,462248259,Cut,Q12116113
1270430,,462253525,Zănești,Q2605252
1270430,,462248286,Săvinești,Q2605741
1270475,,462252367,Valea Enei,Q12087448
1270817,,463186713,Giurtelecu Hododului,Q634312
1270818,,2770750847,Bistrița,Q12087030
1270818,,130484930,Piatra Neamț,Q187945
1270818,,462252519,Preluca,Q12143854
1270818,,462251757,Gârcina,Q2605730
1270818,,1976375971,Vaduri,Q12087222
1270818,,462253465,Vădurele,Q12088156
1270818,,462253429,Agârcia,Q12076602
1270818,,1976375973,Viișoara,Q12093637
1270819,,463186442,Babța,Q665877
1270820,,447918370,Mijlocenii Bârgăului,Q610811
1270820,,447919537,Prundu Bârgăului,Q834898
1270820,,447920790,Tureac,Q1325453
1270820,,447917341,Bistrița Bârgăului,Q834887
1270820,,447918360,Josenii Bârgăului,Q663704
1270820,,447920723,Tiha Bârgăului,Q781759
1271220,,462244309,Asuaju de Sus,Q999532
1271337,,462251806,Curechiștea,Q12115941
1271337,,282289211,Bălțătești,Q15957670
1271337,,462249511,Ghindăoani,Q16036390
1271337,,462251805,Grumăzești,Q2605644
1271338,,462252421,Târpești,Q12161342
1271338,,462252397,Petricani,Q2605732
1271395,,462251841,Topolița,Q12162001
1271395,,462249322,Humuleștii Noi,Q12168020
1271395,,2035095179,Săcălușești,Q12151716
1271395,,462251808,Netezi,Q12133565
1271395,,2634651984,"Casa Memorială ""Ion Creangă\",Q12723568
1271407,,462244013,Satu Nou de Sus,Q724664
1271446,,253941728,Pașcani,Q736305
1271524,,463186776,Românești,Q724253
1271524,,463186769,Medieșu Aurit,Q775867
1271526,,462240618,Stroești,Q12158275
1271526,,462229267,Băiceni,Q12081682
1271679,,462228708,Horodiștea,Q12167637
1271679,,462228711,Lupăria,Q12118893
1271679,,462228691,Cârjoaia,Q12109901
1272210,,464417964,Dolhasca,Q276117
1272210,,464419518,Gulia,Q12098384
1272210,,464428734,Valea Poienei,Q12087577
1272210,,464429050,Dolheștii Mici,Q12101869
1272211,,464518833,Preutești,Q2606106
1272211,,464518948,Basarabi,Q12081132
1272211,,464518893,Arghira,Q12078965
1272212,,464341825,Șoldănești,Q12172194
1272212,,305967654,Fălticeni,Q303015
1272212,,464341922,Țarna Mare,Q12168215
1272212,,464362840,Petia,Q12140353
1272349,,464366172,Cacica,Q15634267
1272349,,264527029,Pârteștii de Sus,Q12140592
1272349,,346619643,Pârteștii de Jos,Q2606038
1272349,,464514998,Deleni,Q12099901
1272350,,462239621,Zagavia,Q12105190
1272350,,410402938,Maxut,Q12120666
1272350,,462230398,Slobozia (Deleni),Q12153684
1272350,,410402616,Poiana,Q12143126
1272350,,5626323074,Sinagoga Mare din Hârlău,Q12740897
1272350,,447924756,Boscoteni,Q12084324
1272350,,410402622,Feredeni,Q12165607
1272350,,4237993189,Hârlău,Q851042
1272350,,6915691378,Sf Gheorghe,Q18540714
1272350,,447924769,Rădeni,Q12147291
1272350,,410402922,Deleni,Q2621174
1272350,,447924844,Vlădeni-Deal,Q12089884
1272351,,464001207,Ipotești,Q2720017
1272351,,464011040,Lisaura,Q12119811
1272351,,464016611,Tișăuți,Q12163271
1272443,,447924790,Storești,Q12158029
1272443,,447924723,Poiana,Q12143145
1272443,,447924741,Frumușica,Q1040244
1272443,,447924708,Flămânzi,Q275904
1272443,,447924801,Șendreni,Q12171637
1272444,,447923773,Pădureni,Q12139319
1272444,,447923747,Coșula,Q2535338
1272444,,447923784,Șupitca,Q12172590
1272444,,7552031417,Podul medieval din Coșula,Q18545511
1272445,,340957649,Mitocași,Q12131728
1272445,,464017187,Mitocu Dragomirnei,Q948210
1272553,,464482091,Horodnic de Jos,Q933624
1272553,,392054871,Horodnic de Sus,Q963318
1272554,,264527858,Rădăuți,Q431347
1272554,,1706479658,Mănăstirea Bogdana,Q594737
1272556,,464546708,Vicovu de Jos,Q2604028
1272557,Botoșani,8173453829,,Q42791532
1272557,Botoșani,8173420767,,Q42791525
1272557,Botoșani,130388465,Botoșani,Q178855
1272558,,464448727,Măneuți,Q604690
1272558,,464477262,Gălănești,Q1031848
1272558,,464477588,Hurjuieni,Q12168031
1272600,,447924246,Lozna,Q2535310
1272626,,447926084,Loturi,Q12118497
1272626,,385251047,Liveni,Q11689343
1272935,,422881578,Dealu Bisericii,Q12103055
1272935,,422881589,Dealu Tolcesii,Q12103092
1274022,,460199797,Văluța,Q12088535
1274075,,6229282381,Pădurea Silea,Q18547213
1274350,,463296513,Mecea,Q12123149
1274352,,461877711,Nistoi,Q12134743
1274353,,460206467,Delureni,Q12099921
1274496,,460200273,Olteanu,Q12135780
1274579,,460204754,Pistrița,Q12146370
1274582,,460206406,Drăghești,Q12102368
1274582,,460206410,Turtaba,Q12162993
1274582,,460204750,Mărășești,Q12122723
1274584,,422881486,Lungani,Q12118783
1274693,,460199387,Vâlceaua,Q12089353
1274694,,460193695,Cârbești,Q12109884
1274695,,460376934,Agadici,Q514783
1275064,,6234524558,Peștera Perlelor,Q12737976
1275064,,6220416736,Peștera cu Lac,Q18545364
1275064,,6234524557,Petera Pagodelor,Q12737961
1275064,,6231358235,Aria Protejată Pădurea Valea Cheii,Q12738842
1275064,,6207439779,Peștera Caprelor,Q18545356
1275467,,412255280,Cascada Bâlea,Q12274393
1275545,,2634652451,Peștera Ialomiței,Q18540831
1275616,,296454793,Tâmpa,Q691448
1275970,,422870235,Scărișoara,Q775822
1275970,,260582564,Sturu,Q11421063
1275970,,260578512,Avrămești,Q11421552
1275971,,2630436446,Peștera Căput,Q18545366
1276033,,422869688,Dârlești,Q3642571
1276033,,3840181513,Cascada Vălul Miresei,Q12723590
1276033,,2056665932,Cascada Moara Dracului,Q12723591
1276033,,2961352555,Peștera Cetatea Rădesei,Q18538886
1276839,,26862719,Muntele Cucului,Q1103364
1277077,,793211197,Piatra Altarului,Q1224381
1277077,,3800030684,Piatra Surducului,Q1224381
1277077,,2837609286,Cheile Bicazului,Q854055
1277483,,923083634,12 Apostoli,Q18539767
1277599,,8356066340,Vârful Bivolul,Q12736036
1278319,,1830512289,Cascada Cailor,Q18538520
1278319,,994532662,Копіласький перевал,Q70460595
1278466,,3155995195,Peștera Buhui,Q12737932
1278715,,6232557584,Rezervația Rădița - Mânzu,Q12739352
1278716,,6234982017,Peștera Arnăuților,Q12737924
1278756,,422880280,Valea Cetățuia,Q12087660
1279071,,422870788,Jidoștina,Q3890946
1279071,,422870263,Pleși,Q11717129
1279071,,378724573,Păltiniș,Q899025
1279071,,422870275,Laz,Q3891872
1279142,,447789962,Canionul Șapte Scări,Q7457313
1279164,,447932710,Vadu Oii,Q12087214
1279164,,447932706,Secuiu,Q12151749
1279372,,422868612,Hodobana,Q11421078
1279372,,422869749,Ocoale,Q7387289
1279372,,2634652392,Peștera Ghețarul de la Scărișoara,Q775801
1279372,,1186332494,Coiba Mare,Q14203894
1279372,,422869549,Dealu Ordâncușii,Q7474087
1279372,,8912411089,Ghetarul de la Zgurasti,Q12729270
1279372,,3754883770,Izbucul Tăuz,Q12731237
1279372,,3092108039,Ghețarul de la Vârtop,Q12737949
1279372,,422869574,Gârda Seacă,Q664388
1279372,,3760153054,Cotețul Dobreștilor,Q18540785
1280580,,462252447,Dolhești,Q12101866
1280729,,464489947,Iesle,Q12073465
1280858,,460195661,Rogojeni,Q12148202
1281002,,460201409,Valea Deșului,Q12087446
1281003,,463294866,Dealu Bisericii,Q12103054
1281023,,460377701,Țațu,Q1748533
1281140,,422880528,Cârcești,Q12109996
1282180,,463287266,Tufanii,Q12163056
1282180,,444655534,Bulimanu,Q12085625
1282180,,463268171,Cireșul,Q12170293
1282889,,422880392,Răchițele de Sus,Q12147512
1282889,,422880425,Greabănu,Q12098174
1282889,,422879858,Lupueni,Q12118908
1282889,,422880639,Băcești,Q12082491
1282889,,422880910,Bătrâni,Q12082460
1282889,,422880954,Dealu Orașului,Q12103082
1282889,,422880570,Săndulești,Q12152087
1282889,,422879637,Valea Ursului,Q12087644
1282890,,463287322,Valea Viei,Q12087437
1282890,,463264235,Barza,Q12081024
1283094,,460377056,Poneasca,Q12142293
1283094,,1316063393,Mănăstirea Călugăra,Q18539547
1283094,,2971491429,Peștera Comarnic,Q82368
1283094,,34088395,Văliug,Q920517
1283094,,460376933,Marila,Q1165251
1283094,,460377062,Valea Minișului,Q1441817
1283094,,2295517581,Cascada Beușnița,Q12723592
1283094,,2295508683,Cascada Bigăr,Q14693814
1283184,,610916914,Peștera Muierilor (intrare),Q4410491
1283184,,2634653077,Peștera Muierilor,Q4410491
1283186,,463294153,Vărateci,Q12088614
1283187,,463259722,Ifrimești,Q12075409
1283194,,460199615,Radoși,Q12146637
1283206,,460188576,Manga,Q12121105
1283207,,422879921,Argeșani,Q12078978
1283208,,6233146717,Peștera Sfântului Grigore Decapolitul,Q18545376
1283208,,6234982018,Peștera Valea Bistriței,Q18545394
1283208,,6233146685,Rezervația Naturală Peștera Valea Bistriței,Q18545394
1283228,,422879986,Zgripcești,Q12106445
1283228,,8074987043,Muzeul Național Brătianu - Vila Florica,Q61083019
1283228,,448219682,Valea Dadei,Q12087442
1283228,,8074987033,Biserica Brătienilor,Q61083019
1283247,,460188317,Șuvița,Q12172466
1283337,,422880814,Brânzari,Q12084893
1283337,,422880112,Budeasa Mică,Q12085377
1283340,,6234524575,Peștera Clopot,Q18545360
1283340,,6234890563,Peștera Rac,Q18545381
1283340,,6233012802,Peștera Rac,Q18545381
1283388,,1811003995,Cascada Lolaia,Q41552795
1283572,,463180232,Mireșu Mic,Q12131554
1283626,,463178717,Merdeala,Q12122685
1283626,,463180233,Piatra Mică,Q12137155
1283626,,447931004,Frăsinet,Q12166215
1283713,,463188545,Visterna,Q12093497
1283798,,463180304,Gresia,Q12097612
1283799,,259167524,Peștera Dâmbovicioara,Q12737939
1284066,,461625168,Teliucu Superior,Q749809
1284066,,529793585,Peștera Românești,Q13624642
1284066,,461633445,Dăbâca,Q3894739
1284066,,461631361,Ciumița,Q3205819
1284066,,461631365,Meria,Q750112
1284066,,461627396,Răchițaua,Q2899005
1284066,,461630584,Brâznic,Q3891257
1284214,,511126559,Cetatea Dacică Piatra Roșie,Q719690
1284214,,422868389,Mugești,Q3889226
1284214,,461631533,Costești-Deal,Q3178680
1284214,,422868352,Goașele,Q3888857
1284216,,447936877,Gura Siriului,Q12098492
1284340,,447932698,Păltiniș,Q12139406
1284815,,447935097,Costomiru,Q12113594
1285031,,462626093,Plăiețu,Q12140913
1285052,,394035456,Camna,Q757217
1285160,,422878136,Troaș,Q724049
1285160,,461869252,Valea,Q2898574
1285160,,34088393,Vorța,Q5065980
1285160,,461866915,Căzănești,Q3477371
1285160,,461868413,Dumești,Q827043
1285302,,463187809,Tatanir,Q12160124
1285304,,463195028,Dumbrava,Q12102845
1285304,,463191691,Lojnița,Q12118279
1285304,,370796643,Târâtu,Q12161324
1285304,,463195251,Valea Milcovului,Q12087546
1285309,,422868883,Șoicești,Q12172189
1285345,,422868483,Podu lui Paul,Q11942816
1285345,,422869048,Poieni,Q12143176
1285345,,422869831,Poiana Ursului,Q12143106
1285345,,422869646,Măgura,Q12122137
1285345,,422869139,Izbicioara,Q12073999
1285345,,422869524,Zăgriș,Q12106485
1285345,,422868489,Ruși,Q3849339
1285345,,260137085,Banpotoc,Q681377
1285345,,461627075,Techereu,Q825365
1285345,,422869489,Răicani,Q12147436
1285345,,422868479,Runc,Q11980187
1285345,,461627061,Bunești,Q851956
1285345,,461629734,Bocșa Mare,Q833815
1285345,,422871268,Mătăcina,Q12122927
1285367,,879076861,Măgura Codlei,Q1959460
1285432,,422869261,Ghedulești,Q12094541
1285432,,422870918,Valea Verde,Q12087430
1285432,,422868808,Plai,Q12140688
1285432,,422868727,Căsoaia,Q12109697
1285432,,422868835,Dealu Crișului,Q10858428
1285432,,422869267,Boglești,Q12083319
1285432,,461627411,Criș,Q2156570
1285432,,461626946,Baldovin,Q825413
1285432,,461625983,Potingani,Q825395
1285432,,461629327,Păulești,Q1243517
1285432,,461629328,Rusești,Q1251818
1285432,,461629375,Tomnatec,Q3887711
1285432,,461629310,Bulzeștii de Jos,Q663712
1285432,,461627430,Sălătruc,Q2109777
1285464,,422868704,Călugărești,Q10858432
1285554,,422868260,Motorăști,Q9196741
1285555,,410617905,Ghebari,Q12094504
1285555,,1316063388,Mănăstirea Tarnița,Q18548454
1285662,,460207996,Valea Șapartocului,Q1315062
1285838,,422870136,Incești,Q3893401
1285838,,422869885,Bârzan,Q10948427
1285838,,422870149,Orăști,Q3894729
1285838,,422870139,Poșaga de Sus,Q390347
1286091,,1845776983,Cheile Vârghișului,Q1401912
1286131,,422870077,Olteni,Q4967137
1286131,,422870084,Valea Inzelului,Q11756292
1286131,,6144558097,Bârlești-Cătun,Q10862264
1286131,,422870081,Valea Făgetului,Q12087650
1286131,,3026704826,Cascada Șipote,Q12723588
1286131,,422869905,Oncești,Q12135991
1286131,,422870096,Cotorăști,Q12113800
1286211,,5261072577,Cetatea Firtos,Q1001656
1286218,,460376093,Stolna,Q426450
1286228,,460370111,Moara de Pădure,Q4122287
1286228,,460370114,Muntele Bocului,Q4163481
1287800,,460361628,Sălard,Q536909
1287963,,388496844,Poienești-Deal,Q12143172
1287963,,463297594,Plopeni,Q12140935
1287963,,463298608,Căpușneni,Q12109603
1287963,,463299075,Dealu Secării,Q12726478
1288028,,463186317,Valea Ciurenilor,Q874827
1288028,,463184713,Cliț,Q731823
1288043,,463185658,Valea Leșului,Q3893130
1288044,,463184953,Pădureni,Q990388
1288052,,460371250,Comorâța,Q12112018
1288066,,460371975,Dosu Bricii,Q8085102
1289018,,447920708,Fiad,Q728747
1289058,,462244975,Izvoarele,Q726031
1289127,,511021254,Creasta Cocoșului,Q12725886
1289508,,460206500,Balota,Q12080681
1289608,,460377246,Macoviște,Q614694
1289647,,463283304,Roșoveni,Q12148971
1289712,,463284997,Ciutești,Q12170868
1289825,,422881295,Valea Calului,Q12087451
1289932,,422880103,Piatra,Q12137156
1289933,,422879694,Fântânea,Q12165748
1289933,,422879683,Colnic,Q12111643
1289991,,463180540,Târșoreni,Q12161348
1289991,,462592126,Lutu Roșu,Q12118935
1289994,,260125422,Mănerău,Q825023
1290021,,460369337,Valea Cireșoii,Q8218740
1290023,,462252861,Războienii de Jos,Q12147392
1290100,,387468185,Crasna Vișeului,Q755968
1290220,,262601981,Blidari,Q547948
1290715,,463190023,Șoimu,Q12172186
1291596,,461603120,Zănou,Q555973
1291596,,461603253,Valea Răchitei,Q971679
1291596,,461603051,Cârșie,Q555990
1291596,,461603118,Valea Sicheviței,Q552933
1291596,,461603045,Brestelnic,Q553298
1291596,,461603230,Cârșa Roșie,Q971764
1291596,,461603112,Valea Ravensca,Q552943
1291596,,461603249,Răchita,Q12147504
1291596,,461603121,Zăsloane,Q552952
1291596,,461603103,Ogașu Podului,Q555979
1291597,,460206366,Husnicioara,Q12168035
1291660,,461603251,Stăncilova,Q957707
1291732,,460205516,Nevățu,Q12133073
1291842,,460206405,Cerna-Vârf,Q12169865
1291847,,460206407,Giurgiani,Q12100853
1291848,,460377270,Costiș,Q619176
1291848,,460377289,Cracu Teiului,Q1770718
1291849,,2789978104,Podul lui Dumnezeu,Q12738247
1291849,,460206464,Buicani,Q12085474
1291849,,460206478,Valea Ursului,Q12087646
1291849,,460206471,Proitești,Q12144799
1291849,,460206469,Gheorghești,Q12094923
1291992,,460378193,Rafnic,Q839605
1292884,,463187748,Stânca,Q12157940
1292944,,422870729,Arți,Q3890715
1292947,,422870725,Bârsana,Q3890703
1292950,,702516550,Belvedere Măgura Uroiului,Q6950727
1293228,,461604559,Merișor,Q658130
1293772,,460093990,Măliniș,Q12122522
1294434,,422868487,Suseni,Q11980138
1294726,,422869821,Lunca Meteșului,Q3848781
1294861,,430137653,Hetea,Q1035861
1294864,,422869205,Gorgan,Q3894331
1295462,,422870906,Surdești,Q4226216
1295462,,422870528,Dăroaia,Q12100555
1295462,,422870860,Munești,Q4255221
1295462,,422869436,Bidigești,Q12086444
1295462,,422870898,Nicorești,Q4255096
1295462,,422869460,Ciuruleasa,Q874875
1295462,,422870414,Băzești,Q4222626
1295464,,422869131,Jurcuiești,Q12104907
1295542,,422869041,Bisericani,Q12087008
1295542,,422869153,Florești,Q11668360
1295542,,422870536,Gârda-Bărbulești,Q12095962
1295542,,422868944,Bârlești,Q4220563
1295542,,422869144,Helești,Q12167147
1295549,,422869788,Cicârd,Q3891903
1295596,,422869902,Negrești,Q10863028
1295596,,422870065,Valea Mlacii,Q10862266
1295596,,422870161,Valea Bucurului,Q12087422
1295596,,422869919,Tomești,Q10863026
1295596,,422869790,Ghioncani,Q12099010
1295596,,422869945,Butești,Q10863022
1295596,,422870213,Măcărești,Q12122347
1295596,,422869951,Cristești,Q10862291
1295601,,422868221,Borlești,Q9196489
1295601,,422871142,Bodești,Q11271858
1295881,,460207978,Bârlibășoaia,Q781279
1295992,,460354421,Coasta Grindului,Q793325
1296084,,460360799,Porumbac,Q924907
1297029,,446090919,Făgetu de Sus,Q999086
1297101,,454146273,Codrișoru,Q1295550
1297101,,454156358,Valea Târnei,Q754968
1297101,,454156342,Huta Voivozi,Q657342
1297101,,454156348,Socet,Q754966
1297101,,463186101,Făgetu,Q738323
1297101,,463185369,Fufez,Q738122
1297129,,462251179,Huisurez,Q1055862
1297742,,460203130,Vargatac,Q1401901
1297776,,460203603,Preluca,Q736073
1297776,,460203629,Zăpodea,Q1414687
1297819,,460203550,Țengheler,Q859368
1298047,,463186382,Irina,Q723958
1298364,,464516890,Prăleni,Q12143851
1298368,,464358183,Cotârgași,Q12113757
1298575,,462238041,Vama,Q12087701
1298627,,463186858,Vânătorești,Q754238
1298678,,464450095,Botușel,Q12084394
1298678,,464477115,Smida Ungurenilor,Q12154013
1298678,,464476372,Delnița,Q12099909
1298678,,464476434,Deluț,Q12099914
1298679,,2563285712,Maramureș,Q10975458
1298726,,444654875,Rudari,Q12149098
1298765,,444644708,Govora,Q12096373
1298885,,442897441,Cetatea,Q12170133
1298885,,4849585602,Wallachian Plain,Q1854529
1298887,,461612000,Șitoaia,Q12171928
1298887,,461612817,Brădești,Q2058229
1298887,,461611856,Bogea,Q12083466
1298887,,461611803,Beharca,Q12082468
1298888,,444647456,Malu Roșu,Q12120972
1298935,,444644719,Bondrea,Q12083924
1298935,,461611145,Jieni,Q12104947
1298935,,2563285709,Oltenia,Q208629
1298942,,444655555,Simniceni,Q12159418
1298996,,255574581,Coteni,Q12113742
1298998,,463259228,Valea Caselor,Q12087455
1299045,,444655531,Vânești,Q12089407
1299045,,444646289,Ibănești,Q12073536
1299046,,460196129,Aninoasa,Q542905
1299048,,460205504,Crainici,Q12114112
1299048,,460198507,Dealu Viilor,Q12103060
1299048,,460206319,Stroești,Q12158272
1299049,,444644661,Boroești,Q12084231
1299052,,444655429,Momaiu,Q12124312
1299054,,444647453,Tufaru,Q12163055
1299149,,444654469,Surpeni,Q12158816
1299149,,444647107,Isaci,Q12075012
1299217,,463287383,Olanu,Q431328
1299217,,463287561,Nicolești,Q12134639
1299222,,463275656,Ionești,Q2297612
1299222,,463296087,Slăvitești,Q12153605
1299276,,5626858532,Biserica Bohari,Q25459113
1299276,,422880825,Capu Piscului,Q12108413
1299276,,422879917,Băiculești,Q1148364
